n_overlap,direction_concordance_fraction,robust_call_agreement,pearson_r,spearman_rho,n_overlap_excluding_LIHC_CYP3A4,pearson_r_excluding_LIHC_CYP3A4,spearman_rho_excluding_LIHC_CYP3A4,xena_BH_tests,interpretation
43,0.9069767441860465,0.7209302325581395,0.8470886909754799,0.7521896707943221,42,0.7920418319187491,0.7340572076817113,70,Source-specific paired concordance audit between transformed Xena Toil expression and authoritative GDC count-level Round 2B estimates; LIHC-MAOB and LIHC-CYP3A4 included; patient sets were paired within source but were not required to be identical; not an independent validation dataset
