target_gene,minimum_coverage_fraction,common_denominator_n,selected_common_contexts,background_gene_id,background_gene_symbol,endpoint,pseudo_target_statistic,empirical_p_plus1_leave_one_out,randomized_tie_rank_p,p_value_direction,n_reference_profiles_including_pseudo_target,calibration_note
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000112812,PRSS16,negative_median,0.07986005850141158,0.7164179104477612,0.712630347446052,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000113361,CDH6,negative_median,-0.46382921359486007,0.44029850746268656,0.4365387603539779,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000115165,CYTIP,negative_median,0.47683014557587095,0.8507462686567164,0.8475411564334115,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000115339,GALNT3,negative_median,-0.7588155901535709,0.3208955223880597,0.31834290509716845,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000115361,ACADL,negative_median,-2.2484790994271746,0.08208955223880597,0.07703744750052913,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000115363,EVA1A,negative_median,-0.14541879823530865,0.582089552238806,0.5817989155879495,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000115604,IL18R1,negative_median,-0.8513525306685967,0.2835820895522388,0.28219937562504643,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000118308,IRAG2,negative_median,-0.03268905989662704,0.6417910447761194,0.6345077629267141,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000119411,BSPRY,negative_median,0.04165265452595754,0.6940298507462687,0.6875226828356538,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000120075,HOXB5,negative_median,-0.7494670530816214,0.3283582089552239,0.3245677035110794,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000120756,PLS1,negative_median,0.08253446848740453,0.7238805970149254,0.7208626669737747,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000125384,PTGER2,negative_median,-0.41091928569065217,0.4552238805970149,0.4482734356416084,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000125731,SH2D3A,negative_median,-0.022045978383903514,0.6492537313432836,0.646188545770554,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000126460,PRRG2,negative_median,0.0363632697967271,0.6865671641791045,0.6845321555034632,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000127084,FGD3,negative_median,-0.955889543133299,0.2537313432835821,0.251612956388923,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000128342,LIF,negative_median,-0.24423931251214254,0.5298507462686567,0.5246214274205824,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000130762,ARHGEF16,negative_median,0.48415266335053836,0.8582089552238806,0.8538319311181167,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000130768,SMPDL3B,negative_median,0.5553358813231495,0.8955223880597015,0.8952173196602918,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000130940,CASZ1,negative_median,-0.8354529131100101,0.291044776119403,0.2847177421903488,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000135378,PRRG4,negative_median,-0.11802923864762511,0.5970149253731343,0.5927672254116233,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000137834,SMAD6,negative_median,-0.8124687865731928,0.30597014925373134,0.3001064748030656,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000138755,CXCL9,negative_median,1.1450600162848334,0.9850746268656716,0.9798977140914092,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000138792,ENPEP,negative_median,-0.5689034136936986,0.40298507462686567,0.3988987758057192,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000139055,ERP27,negative_median,-1.177033551613476,0.19402985074626866,0.1892216236716303,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000141293,SKAP1,negative_median,-0.18904857134556297,0.5597014925373134,0.5560991163886806,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000141574,SECTM1,negative_median,-0.09542012471339517,0.6194029850746269,0.6131925812467182,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000143365,RORC,negative_median,0.12646775193653975,0.7388059701492538,0.7370402961604492,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000144331,ZNF385B,negative_median,-0.5657185366098415,0.41044776119402987,0.40999670636687263,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000144681,STAC,negative_median,-1.3794404573892458,0.15671641791044777,0.15170792916289239,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000144810,COL8A1,negative_median,0.32156604207563066,0.8134328358208955,0.8105519780482568,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000146904,EPHA1,negative_median,0.14944602112364652,0.7611940298507462,0.7607134388457399,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000148426,PROSER2,negative_median,-0.04170572510378807,0.6343283582089553,0.6273394182703194,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000151364,KCTD14,negative_median,-0.4061902088549517,0.4626865671641791,0.4601761870009741,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000151715,TMEM45B,negative_median,-1.8060384308768502,0.09701492537313433,0.09500671929241951,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000152779,SLC16A12,negative_median,-2.461226655402684,0.06716417910447761,0.06708884133554216,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000152939,MARVELD2,negative_median,-0.5971917314575577,0.3805970149253731,0.3761626045504557,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000153064,BANK1,negative_median,-0.8548040183163039,0.27611940298507465,0.2735724559092005,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000155465,SLC7A7,negative_median,-1.13264439064863,0.20149253731343283,0.19800735039831097,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000155629,PIK3AP1,negative_median,-0.0768027220229251,0.6268656716417911,0.6212877265000438,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000157992,KRTCAP3,negative_median,0.5579694586299906,0.9029850746268657,0.9029828161505092,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000160111,CPAMD8,negative_median,-3.1882655356234384,0.029850746268656716,0.026739324347477462,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000160183,TMPRSS3,negative_median,-1.2388417323578294,0.17164179104477612,0.17023208127669823,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000161653,NAGS,negative_median,-0.3111944939200828,0.4925373134328358,0.49104041016118516,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000162777,DENND2D,negative_median,0.22138798021220546,0.7835820895522388,0.7776011808709339,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000163347,CLDN1,negative_median,0.47119164569911254,0.8432835820895522,0.8388800409938723,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000163687,DNASE1L3,negative_median,-3.231827075748309,0.022388059701492536,0.021016066082503036,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000163814,CDCP1,negative_median,1.1509972147523477,0.9925373134328358,0.990323224787795,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000164251,F2RL1,negative_median,0.21779745736092232,0.7761194029850746,0.7697142116176382,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000164484,TMEM200A,negative_median,0.5756281858470007,0.9104477611940298,0.9052589807325779,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000164695,CHMP4C,negative_median,0.49026692947779094,0.8731343283582089,0.8710129035205872,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000164761,TNFRSF11B,negative_median,-0.5361614029015047,0.417910447761194,0.41191232913180686,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000164855,TMEM184A,negative_median,1.282211190205141,1,0.9950208922834205,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000166278,C2,negative_median,0.3940540298687832,0.835820895522388,0.8335457230177916,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000167306,MYO5B,negative_median,0.01115471447385638,0.6716417910447762,0.6657980043847642,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000167880,EVPL,negative_median,-0.01324177211663235,0.6567164179104478,0.6539329643858207,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000170214,ADRA1B,negative_median,-1.0208884076348044,0.23134328358208955,0.22546563278918447,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000171236,LRG1,negative_median,0.8148129586778822,0.9552238805970149,0.9503277120434109,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000171243,SOSTDC1,negative_median,-4.071946920552293,0.007462686567164179,0.005151125388706464,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000171388,APLN,negative_median,-0.6762346588464168,0.34328358208955223,0.3359419424920829,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000173535,TNFRSF10C,negative_median,0.0838401357449455,0.7313432835820896,0.7243477097389275,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000173559,NABP1,negative_median,0.15198099107749316,0.7686567164179104,0.7640773790033618,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000173890,GPR160,negative_median,-0.19661878823734233,0.5522388059701493,0.5505662141385168,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000174327,SLC16A13,negative_median,0.3735476453602407,0.8283582089552238,0.8237392099525557,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000174567,GOLT1A,negative_median,0.0069455499054745795,0.664179104477612,0.6597806334968156,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000174951,FUT1,negative_median,-0.3088389998680606,0.5,0.4926469757503121,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000175164,ABO,negative_median,-1.2180844335987073,0.1791044776119403,0.17290719745527786,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000175318,GRAMD2A,negative_median,-1.675046010372867,0.11194029850746269,0.10651537023290102,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000175538,KCNE3,negative_median,-0.2960523191846742,0.5074626865671642,0.5007831912762277,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000178343,SHISA3,negative_median,-3.2585063842822457,0.014925373134328358,0.008995101159897202,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000178826,TMEM139,negative_median,-1.6959500395418299,0.1044776119402985,0.10121636409938002,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000179044,EXOC3L1,negative_median,-0.6339314056725585,0.3656716417910448,0.36311309451737733,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000179583,CIITA,negative_median,0.035151302642254995,0.6791044776119403,0.6771988512847378,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000179855,GIPC3,negative_median,-0.6085878384927721,0.373134328358209,0.368961083824371,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000180061,TMEM150B,negative_median,-0.8267717751547456,0.29850746268656714,0.2968641029472755,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000180921,FAM83H,negative_median,0.5982313452467527,0.9253731343283582,0.9196995892996358,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000181085,MAPK15,negative_median,0.06350602556382112,0.7089552238805971,0.7051125751849987,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000181392,SYNE4,negative_median,-0.29563696447221316,0.5149253731343284,0.5075927439124893,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000182107,TMEM30B,negative_median,0.13987035468776077,0.746268656716418,0.7401298567802131,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000182742,HOXB4,negative_median,-0.22395927735374108,0.5447761194029851,0.5397199081194434,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000182866,LCK,negative_median,0.28738009611833865,0.7985074626865671,0.7940247119751884,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000183287,CCBE1,negative_median,-2.8862283156306248,0.04477611940298507,0.040223283385649435,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000183421,RIPK4,negative_median,-0.26497775945600727,0.5223880597014925,0.5200730202729994,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000183484,GPR132,negative_median,0.31857643027113514,0.8059701492537313,0.8053073011331761,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000183844,FAM3B,negative_median,-1.3691255001996314,0.16417910447761194,0.16279988214304086,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000184454,NCMAP,negative_median,-1.5955672417825006,0.11940298507462686,0.11455108943993031,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000185101,ANO9,negative_median,0.6589560191207767,0.9328358208955224,0.9268243499829976,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000185522,LMNTD2,negative_median,0.5085478313626516,0.8805970149253731,0.8748463256468774,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000188112,C6orf132,negative_median,0.23911987983676605,0.7910447761194029,0.7849276072290072,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000188176,SMTNL2,negative_median,-1.9353682266915522,0.08955223880597014,0.08439985175318182,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000189292,ALKAL2,negative_median,-3.117332841836382,0.03731343283582089,0.032822131686635427,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000196684,HSH2D,negative_median,0.48693651187232945,0.8656716417910447,0.8603479378220779,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000197635,DPP4,negative_median,-0.520685608652632,0.4253731343283582,0.42367680602943275,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000197822,OCLN,negative_median,-0.5938094943397585,0.39552238805970147,0.3941585703026642,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000197905,TEAD4,negative_median,0.5794101697068719,0.917910447761194,0.9136911800231979,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000197943,PLCG2,negative_median,-0.9087674485680522,0.26119402985074625,0.257149549185493,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000203499,IQANK1,negative_median,1.1385172548562883,0.9776119402985075,0.9759026015257296,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000203727,SAMD5,negative_median,-1.0453084507465935,0.21641791044776118,0.21145838642590192,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000204175,GPRIN2,negative_median,-1.5615274551991671,0.12686567164179105,0.12310630603304216,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000204252,HLA-DOA,negative_median,-0.23328427979624689,0.5373134328358209,0.5310762459064708,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000237541,HLA-DQA2,negative_median,0.5257743368258341,0.8880597014925373,0.8872223398561325,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000253958,CLDN23,negative_median,-0.16899485101557726,0.5746268656716418,0.5677939974876649,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A5,0.5,6,BRCA;KICH;KIRC;KIRP;LUAD;LUSC,ENSG00000265107,GJA5,negative_median,-1.4805094302917368,0.1417910447761194,0.13458776186957067,lower,134,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
