tcga_code,gene,target_gene_id,target_logFC,target_q_value_global,target_baseline_tpm,target_tau,target_breadth_1tpm,target_organ_specificity_log2,target_mean_normal_logcpm,n_background,background_median_baseline_log2_tpm1,background_median_tau,background_median_breadth_1tpm,background_median_organ_specificity_log2,background_median_normal_logcpm,background_median_logFC,background_mean_logFC,excess_logFC_vs_background,background_percentile,empirical_p_lower,empirical_p_upper,empirical_p_directional,empirical_p_two_sided,median_matching_distance,maximum_matching_distance,matching_status,q_empirical_directional,selective_disruption_candidate,selective_direction,organ,selective_disruption_candidate_directional_legacy,selective_direction_directional_legacy,q_empirical_two_sided,matched_background_primary_inference
LUSC,CYP3A5,ENSG00000106258,-0.99559653632554,7.159071968447066e-9,17.5528,0.9437232781882396,0.5370370370370371,3.4209469432450192,3.400164825569516,1000,3.481318289310984,0.9295221089458936,0.5925925925925926,2.821607138813267,3.806204448739175,-1.4825125624954918,-1.3068137585174462,0.4869160261699518,0.605,0.6053946053946054,0.3956043956043956,0.6053946053946054,0.7912087912087912,1.479369490231164,1.9000178264303216,estimable:within_caliper,0.6558441558441559,FALSE,not_selective_after_two_sided_matching,lung,FALSE,not_selective_after_matching,0.8816326530612245,two_sided_empirical_P_with_BH_across_estimable_cells
LUSC,CYP3A7,ENSG00000160870,-2.6581924619032,1.8028016872884673e-13,1.68354,0.9920989699539168,0.05555555555555555,3.053654166087647,-1.7202498289374948,914,1.0696222831956137,0.9693641580476374,0.12962962962962962,2.1080063310615857,0.3575260899851612,-1.1261226835076337,-0.8149312777987505,-1.5320697783955666,0.2275711159737418,0.2284153005464481,0.7726775956284153,0.2284153005464481,0.4568306010928962,1.560112634513038,1.9992901870888051,estimable:within_caliper,0.35844155844155845,FALSE,not_selective_after_two_sided_matching,lung,FALSE,not_selective_after_matching,0.7168831168831169,two_sided_empirical_P_with_BH_across_estimable_cells
LUSC,CYP3A43,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,lung,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
PRAD,MAOB,ENSG00000069535,-1.3230157448894475,8.008712284692468e-10,58.8878,0.7595819301901545,0.9444444444444444,0.10785147797031765,6.933407854614689,1000,5.5495798369462435,0.7245116982182027,1,0.1970336078970112,6.440766166619666,0.01872543441667644,-0.04023969193548175,-1.3417411793061242,0.011,0.01198801198801198,0.989010989010989,0.01198801198801198,0.02397602397602397,0.7537684520022008,0.9188007513061182,estimable:within_caliper,0.08623548922056384,FALSE,not_selective_after_two_sided_matching,prostate,FALSE,not_selective_after_matching,0.1724709784411277,two_sided_empirical_P_with_BH_across_estimable_cells
PRAD,CYP3A4,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,prostate,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
PRAD,CYP3A5,ENSG00000106258,-1.4360464349641855,1.8028016872884673e-13,42.5218,0.9437232781882396,0.5370370370370371,4.692641430605946,4.676410977894947,200,4.2822932282486175,0.9154879003421056,0.48148148148148145,4.12967091530979,4.812928972361158,-0.1371189401848278,-0.1790105735789361,-1.2989274947793576,0.135,0.13930348258706468,0.8656716417910447,0.13930348258706468,0.27860696517412936,1.5853964438205086,2.000392736386983,estimable:caliper_relaxed_to_minimum,0.26,FALSE,not_selective_after_two_sided_matching,prostate,FALSE,not_selective_after_matching,0.52,two_sided_empirical_P_with_BH_across_estimable_cells
PRAD,CYP3A7,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,prostate,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
PRAD,CYP3A43,ENSG00000021461,-0.7124778756562306,0.0144080187540488,0.655112,0.9588837795202964,0.05555555555555555,1.8687335368568048,-2.319085152527923,1000,0.5839318645009983,0.9648326930461342,0.12962962962962962,0.9462389819250202,-1.0706389721919924,-0.1422443665211953,-0.13974418175533646,-0.5702335091350352,0.277,0.2777222777222777,0.7232767232767233,0.2777222777222777,0.5554445554445554,1.3795443224470705,1.7602084035885952,estimable:within_caliper,0.4011544011544011,FALSE,not_selective_after_two_sided_matching,prostate,FALSE,not_selective_after_matching,0.7264348554671135,two_sided_empirical_P_with_BH_across_estimable_cells
STAD,MAOB,ENSG00000069535,-1.9133117519938712,1.676136036126273e-7,20.341,0.7595819301901545,0.9444444444444444,-1.4210993491669603,5.975718183231056,1000,4.105317588256893,0.7398852247505247,1,-0.7077584518555672,5.525200367151166,-0.04212211664591457,-0.09391002836171504,-1.871189635347957,0.016,0.01698301698301698,0.984015984015984,0.01698301698301698,0.03396603396603397,0.967460442407075,1.1146112609669276,estimable:within_caliper,0.08623548922056384,FALSE,not_selective_after_two_sided_matching,stomach,FALSE,not_selective_after_matching,0.1724709784411277,two_sided_empirical_P_with_BH_across_estimable_cells
STAD,CYP3A4,ENSG00000160868,-2.4340114440665364,0.00999717957933716,0.137481,0.9964085738630708,0.12962962962962962,-0.03838302006513734,1.5348214423179378,1000,0.3623935783605212,0.9608516172654732,0.16666666666666666,0.01786381977126621,0.11157904307864051,0.1758267868230169,0.0709566398484818,-2.609838230889553,0.072,0.07292707292707293,0.928071928071928,0.07292707292707293,0.14585414585414586,1.011895081555557,1.303103562556128,estimable:within_caliper,0.1896103896103896,FALSE,not_selective_after_two_sided_matching,stomach,FALSE,not_selective_after_matching,0.37922077922077924,two_sided_empirical_P_with_BH_across_estimable_cells
STAD,CYP3A5,ENSG00000106258,-0.22373042944017868,0.6459711445508095,45.2894,0.9437232781882396,0.5370370370370371,4.7834053259272435,5.6673362178172715,200,4.385107135793914,0.9212121376956453,0.5,4.245533091611787,4.4862484119941435,0.25596583097925996,-0.03593039325757267,-0.47969626041943864,0.36,0.36318407960199006,0.6417910447761194,0.36318407960199006,0.7263681592039801,1.7370117541767012,2.1727648830625506,estimable:caliper_relaxed_to_minimum,0.45690900337024554,FALSE,not_selective_after_two_sided_matching,stomach,FALSE,not_selective_after_matching,0.8331870061457418,two_sided_empirical_P_with_BH_across_estimable_cells
STAD,CYP3A7,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,stomach,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
STAD,CYP3A43,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,stomach,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
THCA,MAOB,ENSG00000069535,-1.5046117850422522,8.815817469786312e-9,10.0494,0.7595819301901545,0.9444444444444444,-2.431170683240933,3.454659760186185,260,2.694746125277217,0.8181147665406441,0.9629629629629628,-0.949937318951457,2.62110150318275,0.2970914328348425,0.38875437138990176,-1.8017032178770949,0.01538461538461538,0.01915708812260536,0.9846743295019156,0.01915708812260536,0.03831417624521072,1.778875069242909,1.999914955870247,estimable:within_caliper,0.08623548922056384,FALSE,not_selective_after_two_sided_matching,thyroid,FALSE,not_selective_after_matching,0.1724709784411277,two_sided_empirical_P_with_BH_across_estimable_cells
THCA,CYP3A4,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,thyroid,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
THCA,CYP3A5,ENSG00000106258,-0.23007884364699577,6.399766972257916e-6,0.624359,0.9437232781882396,0.5370370370370371,-1.1861013918332202,2.4175892682076956,1000,1.1610810860332603,0.9064020796397304,0.6296296296296297,-0.33179347423931593,0.5979213990892931,0.17080847889248696,0.29153981952327557,-0.4008873225394827,0.357,0.35764235764235763,0.6433566433566433,0.35764235764235763,0.7152847152847153,1.568687419158372,1.8649754931860891,estimable:within_caliper,0.45690900337024554,FALSE,not_selective_after_two_sided_matching,thyroid,FALSE,not_selective_after_matching,0.8331870061457418,two_sided_empirical_P_with_BH_across_estimable_cells
THCA,CYP3A7,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,thyroid,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
THCA,CYP3A43,,,,,,,,,,,,,,,,,,,,,,,,,target_not_estimable,,FALSE,not_estimable,thyroid,FALSE,not_estimable,,two_sided_empirical_P_with_BH_across_estimable_cells
