target_gene,context,logFC,constituent_cancers,n_constituent_cancers,record_type
MAOB,breast,-2.1583680889801524,BRCA,1,target_organ_value
MAOB,colon,-2.70789628870493,COAD,1,target_organ_value
MAOB,esophagus,-1.447021388863092,ESCA,1,target_organ_value
MAOB,kidney,-0.8481437556344779,KICH;KIRC;KIRP,3,target_organ_value
MAOB,liver,-0.914125081691664,LIHC,1,target_organ_value
MAOB,lung,-1.8714721041735616,LUAD;LUSC,2,target_organ_value
MAOB,prostate,-1.3230157448894475,PRAD,1,target_organ_value
MAOB,stomach,-1.9133117519938712,STAD,1,target_organ_value
MAOB,thyroid,-1.5046117850422522,THCA,1,target_organ_value
MAOB,liver,-0.32200486069098644,LIHC,1,background_organ_value
MAOB,colon,-1.2490954654427042,COAD,1,background_organ_value
MAOB,esophagus,-0.4188733761009034,ESCA,1,background_organ_value
MAOB,breast,0.3620425822501788,BRCA,1,background_organ_value
MAOB,colon,0.2184788276197055,COAD,1,background_organ_value
MAOB,kidney,0.20576287381281913,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.18023129446128627,LUAD;LUSC,2,background_organ_value
MAOB,liver,-0.6243962272964558,LIHC,1,background_organ_value
MAOB,colon,1.1231201887874356,COAD,1,background_organ_value
MAOB,esophagus,0.3786100243725873,ESCA,1,background_organ_value
MAOB,lung,0.4801616373499872,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.12682125287406254,PRAD,1,background_organ_value
MAOB,stomach,0.3961437854575055,STAD,1,background_organ_value
MAOB,breast,0.2991800894854205,BRCA,1,background_organ_value
MAOB,colon,0.02263835320700774,COAD,1,background_organ_value
MAOB,esophagus,0.30405647723931556,ESCA,1,background_organ_value
MAOB,kidney,0.118446691107429,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.871710399267289,LIHC,1,background_organ_value
MAOB,prostate,0.12127518716754776,PRAD,1,background_organ_value
MAOB,stomach,0.4655357735443519,STAD,1,background_organ_value
MAOB,esophagus,-0.00415363388395995,ESCA,1,background_organ_value
MAOB,liver,-0.00937460681040503,LIHC,1,background_organ_value
MAOB,breast,0.49491687638689846,BRCA,1,background_organ_value
MAOB,kidney,0.3979256157072411,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.3897145772237326,LIHC,1,background_organ_value
MAOB,prostate,-0.21073494614495636,PRAD,1,background_organ_value
MAOB,colon,-0.3125105612195314,COAD,1,background_organ_value
MAOB,esophagus,-0.02027767180126705,ESCA,1,background_organ_value
MAOB,lung,0.00261211057726591,LUAD,1,background_organ_value
MAOB,esophagus,1.021359033774008,ESCA,1,background_organ_value
MAOB,breast,0.29981372885220114,BRCA,1,background_organ_value
MAOB,colon,0.5076643954138629,COAD,1,background_organ_value
MAOB,esophagus,0.2282728994961813,ESCA,1,background_organ_value
MAOB,kidney,0.4326850065215511,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.0111460852641201,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.31628969574265275,PRAD,1,background_organ_value
MAOB,breast,-0.872082120200614,BRCA,1,background_organ_value
MAOB,esophagus,-0.1172125956833028,ESCA,1,background_organ_value
MAOB,prostate,-0.06174682468348928,PRAD,1,background_organ_value
MAOB,stomach,-0.08568543056098463,STAD,1,background_organ_value
MAOB,esophagus,0.3345080255609206,ESCA,1,background_organ_value
MAOB,liver,-0.8722202465404184,LIHC,1,background_organ_value
MAOB,liver,-2.539755543611368,LIHC,1,background_organ_value
MAOB,liver,-0.14163482814432957,LIHC,1,background_organ_value
MAOB,colon,0.45926661953155873,COAD,1,background_organ_value
MAOB,esophagus,0.7338933804897636,ESCA,1,background_organ_value
MAOB,kidney,0.02802097435734303,KICH;KIRC;KIRP,3,background_organ_value
MAOB,stomach,0.8855192045323426,STAD,1,background_organ_value
MAOB,breast,0.1887750568037738,BRCA,1,background_organ_value
MAOB,kidney,-0.5284649685173611,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.4415444391696075,LIHC,1,background_organ_value
MAOB,lung,0.33331890284224,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.2014545818241014,PRAD,1,background_organ_value
MAOB,breast,1.43992505504254,BRCA,1,background_organ_value
MAOB,kidney,-0.38331360772779927,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,1.4606842008463778,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.4344115090789173,PRAD,1,background_organ_value
MAOB,breast,0.4475227242228756,BRCA,1,background_organ_value
MAOB,colon,0.8795488989525634,COAD,1,background_organ_value
MAOB,esophagus,0.5802397860220583,ESCA,1,background_organ_value
MAOB,kidney,-0.0072389997761449,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.8736946746222451,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.2684028633990437,PRAD,1,background_organ_value
MAOB,stomach,0.38185436090011926,STAD,1,background_organ_value
MAOB,esophagus,0.24558557040221804,ESCA,1,background_organ_value
MAOB,esophagus,-0.10493453346630811,ESCA,1,background_organ_value
MAOB,kidney,0.11950185949056732,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.10330104909620089,LIHC,1,background_organ_value
MAOB,lung,0.5726708668955385,LUAD;LUSC,2,background_organ_value
MAOB,kidney,-2.371469772870547,KIRP,1,background_organ_value
MAOB,liver,-1.972104325447282,LIHC,1,background_organ_value
MAOB,liver,-0.7279680619957221,LIHC,1,background_organ_value
MAOB,liver,0.12707603149621277,LIHC,1,background_organ_value
MAOB,colon,0.6022851062476717,COAD,1,background_organ_value
MAOB,kidney,0.03100926654796139,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.3965655544622708,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.17444342987258418,PRAD,1,background_organ_value
MAOB,colon,0.36828729690503587,COAD,1,background_organ_value
MAOB,kidney,0.5347421633200724,KICH;KIRP,2,background_organ_value
MAOB,lung,0.3281670599410088,LUAD;LUSC,2,background_organ_value
MAOB,stomach,-1.7542885941476816,STAD,1,background_organ_value
MAOB,thyroid,-0.713901612137113,THCA,1,background_organ_value
MAOB,stomach,0.2545543308418471,STAD,1,background_organ_value
MAOB,breast,0.6932775643823089,BRCA,1,background_organ_value
MAOB,colon,0.33190024811969804,COAD,1,background_organ_value
MAOB,kidney,0.14028276872197576,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.05673380597820577,LIHC,1,background_organ_value
MAOB,lung,-0.411600894871733,LUSC,1,background_organ_value
MAOB,prostate,-0.24734290782313328,PRAD,1,background_organ_value
MAOB,stomach,-0.19317799919005887,STAD,1,background_organ_value
MAOB,breast,-0.3359034985728859,BRCA,1,background_organ_value
MAOB,colon,-0.5666233916174214,COAD,1,background_organ_value
MAOB,esophagus,-0.30866054208025656,ESCA,1,background_organ_value
MAOB,kidney,-0.2626933694537259,KIRC,1,background_organ_value
MAOB,lung,-0.6920310769600204,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.1791319744003109,PRAD,1,background_organ_value
MAOB,stomach,-0.29313325640954574,STAD,1,background_organ_value
MAOB,colon,-0.7228512321104062,COAD,1,background_organ_value
MAOB,esophagus,-0.8211950487278845,ESCA,1,background_organ_value
MAOB,kidney,-0.6136906622714867,KICH;KIRC;KIRP,3,background_organ_value
MAOB,breast,-0.5595976631584931,BRCA,1,background_organ_value
MAOB,prostate,-0.8230341320780409,PRAD,1,background_organ_value
MAOB,breast,0.36524425938171967,BRCA,1,background_organ_value
MAOB,kidney,0.18398991121548833,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.00487208491560032,LIHC,1,background_organ_value
MAOB,lung,0.37393281699374775,LUSC,1,background_organ_value
MAOB,prostate,0.09977572595772262,PRAD,1,background_organ_value
MAOB,stomach,0.15351073412150876,STAD,1,background_organ_value
MAOB,esophagus,0.3817910013374731,ESCA,1,background_organ_value
MAOB,kidney,0.3173600507006356,KICH;KIRC;KIRP,3,background_organ_value
MAOB,stomach,0.2321906258589594,STAD,1,background_organ_value
MAOB,breast,0.27914101732620306,BRCA,1,background_organ_value
MAOB,colon,-0.19693492590713255,COAD,1,background_organ_value
MAOB,esophagus,-0.3169257311896112,ESCA,1,background_organ_value
MAOB,kidney,0.46746393691506105,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.45449090619821875,LUAD;LUSC,2,background_organ_value
MAOB,thyroid,2.6342742036329843,THCA,1,background_organ_value
MAOB,esophagus,0.00324836279918365,ESCA,1,background_organ_value
MAOB,breast,0.1944477234432114,BRCA,1,background_organ_value
MAOB,kidney,0.1272180511561414,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.6341781755156443,LIHC,1,background_organ_value
MAOB,prostate,-0.08757595652668397,PRAD,1,background_organ_value
MAOB,stomach,0.11708440805845316,STAD,1,background_organ_value
MAOB,breast,-0.2845509376075002,BRCA,1,background_organ_value
MAOB,kidney,-0.0779629658067413,KIRC;KIRP,2,background_organ_value
MAOB,prostate,-0.25388113244120164,PRAD,1,background_organ_value
MAOB,stomach,-0.5031604702975341,STAD,1,background_organ_value
MAOB,thyroid,0.2160450084441901,THCA,1,background_organ_value
MAOB,colon,0.4302076040925315,COAD,1,background_organ_value
MAOB,colon,1.0287784531396609,COAD,1,background_organ_value
MAOB,esophagus,0.48383636819347847,ESCA,1,background_organ_value
MAOB,colon,0.8461696913365604,COAD,1,background_organ_value
MAOB,esophagus,-0.13887721797950797,ESCA,1,background_organ_value
MAOB,breast,0.05158685338831203,BRCA,1,background_organ_value
MAOB,kidney,-1.3060857551904983,KICH,1,background_organ_value
MAOB,lung,0.4841315814303945,LUAD;LUSC,2,background_organ_value
MAOB,breast,-0.3195369122614906,BRCA,1,background_organ_value
MAOB,colon,-0.07943222101576176,COAD,1,background_organ_value
MAOB,breast,-0.0505024389972487,BRCA,1,background_organ_value
MAOB,colon,-0.2343516460954953,COAD,1,background_organ_value
MAOB,esophagus,-0.23729913176140244,ESCA,1,background_organ_value
MAOB,kidney,0.05558077323389918,KICH,1,background_organ_value
MAOB,liver,-0.5638808286805537,LIHC,1,background_organ_value
MAOB,lung,0.10875489336454942,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.3245982983411154,PRAD,1,background_organ_value
MAOB,colon,-0.06608660634804733,COAD,1,background_organ_value
MAOB,esophagus,-0.06186441004392364,ESCA,1,background_organ_value
MAOB,lung,-0.3979720973707676,LUAD;LUSC,2,background_organ_value
MAOB,stomach,-0.14119410756933404,STAD,1,background_organ_value
MAOB,breast,0.08380401110662697,BRCA,1,background_organ_value
MAOB,kidney,-0.17501576688433457,KIRC;KIRP,2,background_organ_value
MAOB,breast,1.2664134178276278,BRCA,1,background_organ_value
MAOB,kidney,-0.15687634694102806,KICH;KIRC;KIRP,3,background_organ_value
MAOB,stomach,-0.0167263427176815,STAD,1,background_organ_value
MAOB,liver,-1.610183390345091,LIHC,1,background_organ_value
MAOB,liver,-1.680798690510186,LIHC,1,background_organ_value
MAOB,esophagus,-0.5482677273934705,ESCA,1,background_organ_value
MAOB,breast,-1.0947819242848944,BRCA,1,background_organ_value
MAOB,colon,0.09076690337743448,COAD,1,background_organ_value
MAOB,lung,-1.5296584669460982,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.31825269318983845,PRAD,1,background_organ_value
MAOB,stomach,-0.7287180651956889,STAD,1,background_organ_value
MAOB,kidney,-0.3558690346304717,KIRC;KIRP,2,background_organ_value
MAOB,liver,-0.5877660006525413,LIHC,1,background_organ_value
MAOB,liver,0.4962699011190134,LIHC,1,background_organ_value
MAOB,stomach,-0.5283555596605838,STAD,1,background_organ_value
MAOB,liver,0.21003212313188052,LIHC,1,background_organ_value
MAOB,liver,-0.02618557177334259,LIHC,1,background_organ_value
MAOB,breast,0.571003600480434,BRCA,1,background_organ_value
MAOB,colon,0.09291170667634407,COAD,1,background_organ_value
MAOB,esophagus,-0.4591044420785416,ESCA,1,background_organ_value
MAOB,lung,0.40736364947706427,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.14914469541415612,PRAD,1,background_organ_value
MAOB,stomach,-0.34085147852030406,STAD,1,background_organ_value
MAOB,liver,-0.10006881530296637,LIHC,1,background_organ_value
MAOB,prostate,-0.01799859357963613,PRAD,1,background_organ_value
MAOB,breast,0.9615855286758076,BRCA,1,background_organ_value
MAOB,kidney,-0.8395387933170417,KIRC;KIRP,2,background_organ_value
MAOB,stomach,-0.01475821620519036,STAD,1,background_organ_value
MAOB,breast,-0.7252116625955268,BRCA,1,background_organ_value
MAOB,colon,-0.02456867451895408,COAD,1,background_organ_value
MAOB,esophagus,-0.7727997860410957,ESCA,1,background_organ_value
MAOB,kidney,-0.6309052727198137,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.7645117244433932,LUAD;LUSC,2,background_organ_value
MAOB,stomach,-0.31028102630429516,STAD,1,background_organ_value
MAOB,esophagus,-0.2872425315061529,ESCA,1,background_organ_value
MAOB,colon,-0.38065381250955505,COAD,1,background_organ_value
MAOB,stomach,-0.5415424077561574,STAD,1,background_organ_value
MAOB,liver,-2.051177422639406,LIHC,1,background_organ_value
MAOB,stomach,-0.13792664146347844,STAD,1,background_organ_value
MAOB,breast,-0.058221437768235323,BRCA,1,background_organ_value
MAOB,esophagus,-0.1468482640497999,ESCA,1,background_organ_value
MAOB,stomach,0.03238190979734352,STAD,1,background_organ_value
MAOB,breast,0.13611289852172684,BRCA,1,background_organ_value
MAOB,kidney,-0.16028627587100366,KIRC;KIRP,2,background_organ_value
MAOB,liver,-0.8211766489262255,LIHC,1,background_organ_value
MAOB,stomach,-0.17179391128013993,STAD,1,background_organ_value
MAOB,colon,0.8148642617255585,COAD,1,background_organ_value
MAOB,colon,0.7986332947833761,COAD,1,background_organ_value
MAOB,lung,0.6158949367710006,LUAD;LUSC,2,background_organ_value
MAOB,esophagus,0.10080024523122012,ESCA,1,background_organ_value
MAOB,stomach,0.06335129033990043,STAD,1,background_organ_value
MAOB,liver,0.2532223180271195,LIHC,1,background_organ_value
MAOB,liver,-1.9592397529922787,LIHC,1,background_organ_value
MAOB,breast,-0.13027242659775798,BRCA,1,background_organ_value
MAOB,esophagus,-0.24656784370834367,ESCA,1,background_organ_value
MAOB,lung,-0.0912169349705266,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.3094243545247499,PRAD,1,background_organ_value
MAOB,stomach,-0.3775912751171161,STAD,1,background_organ_value
MAOB,kidney,-3.953615473720695,KIRC;KIRP,2,background_organ_value
MAOB,prostate,-1.0751132106406045,PRAD,1,background_organ_value
MAOB,breast,-0.08040197958879834,BRCA,1,background_organ_value
MAOB,colon,0.14268660301614766,COAD,1,background_organ_value
MAOB,esophagus,-0.08417939070716916,ESCA,1,background_organ_value
MAOB,lung,0.8821499959648984,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.1043292298098011,PRAD,1,background_organ_value
MAOB,stomach,-0.5598936566967346,STAD,1,background_organ_value
MAOB,esophagus,-0.8523394864312857,ESCA,1,background_organ_value
MAOB,colon,0.9514156996309856,COAD,1,background_organ_value
MAOB,esophagus,0.44260046507993583,ESCA,1,background_organ_value
MAOB,liver,0.20843417313781043,LIHC,1,background_organ_value
MAOB,stomach,-0.3792353731541587,STAD,1,background_organ_value
MAOB,colon,-0.3254488702851988,COAD,1,background_organ_value
MAOB,breast,-0.06747869241537416,BRCA,1,background_organ_value
MAOB,colon,-0.13548310565821847,COAD,1,background_organ_value
MAOB,lung,0.09962553538966423,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.18291989758422775,PRAD,1,background_organ_value
MAOB,stomach,-0.1177241795238228,STAD,1,background_organ_value
MAOB,thyroid,-0.07350912597292805,THCA,1,background_organ_value
MAOB,breast,0.18022548468258345,BRCA,1,background_organ_value
MAOB,lung,-0.3669507415078275,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.2279054813738131,PRAD,1,background_organ_value
MAOB,thyroid,0.802319597981771,THCA,1,background_organ_value
MAOB,liver,0.7404861609699431,LIHC,1,background_organ_value
MAOB,liver,-0.9387389818227676,LIHC,1,background_organ_value
MAOB,thyroid,2.53893611312735,THCA,1,background_organ_value
MAOB,breast,0.5205661667442179,BRCA,1,background_organ_value
MAOB,kidney,0.6863353583067514,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.388168878424926,LIHC,1,background_organ_value
MAOB,prostate,-0.3309970722464209,PRAD,1,background_organ_value
MAOB,breast,-0.2230054283986922,BRCA,1,background_organ_value
MAOB,esophagus,-0.612238981929176,ESCA,1,background_organ_value
MAOB,kidney,-0.2569844302819508,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.12450477031101574,LIHC,1,background_organ_value
MAOB,lung,0.4997575128196511,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.20227905553553005,PRAD,1,background_organ_value
MAOB,esophagus,1.2931443190565053,ESCA,1,background_organ_value
MAOB,thyroid,2.143317118049263,THCA,1,background_organ_value
MAOB,liver,-0.25500626375656554,LIHC,1,background_organ_value
MAOB,stomach,0.12122834996035266,STAD,1,background_organ_value
MAOB,thyroid,-3.0460074463369917,THCA,1,background_organ_value
MAOB,breast,-0.5762001518877057,BRCA,1,background_organ_value
MAOB,kidney,-0.11419617623682476,KICH;KIRC;KIRP,3,background_organ_value
MAOB,prostate,-0.6555080137169762,PRAD,1,background_organ_value
MAOB,stomach,-0.6249905082577235,STAD,1,background_organ_value
MAOB,prostate,-1.5509818642860904,PRAD,1,background_organ_value
MAOB,thyroid,-0.26454773804038556,THCA,1,background_organ_value
MAOB,breast,-1.1168210991272796,BRCA,1,background_organ_value
MAOB,colon,-0.5608405973526377,COAD,1,background_organ_value
MAOB,esophagus,-0.5486857227688378,ESCA,1,background_organ_value
MAOB,kidney,-0.3984321784517965,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.5473494698841079,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.4954314930263601,PRAD,1,background_organ_value
MAOB,stomach,-0.08345013644423889,STAD,1,background_organ_value
MAOB,liver,-0.27989234270354496,LIHC,1,background_organ_value
MAOB,esophagus,-0.3732707614944938,ESCA,1,background_organ_value
MAOB,stomach,-0.17589441354310684,STAD,1,background_organ_value
MAOB,esophagus,-0.8671318634747339,ESCA,1,background_organ_value
MAOB,lung,-1.1649646676617185,LUAD;LUSC,2,background_organ_value
MAOB,stomach,-0.9249885143197218,STAD,1,background_organ_value
MAOB,thyroid,1.255552229839724,THCA,1,background_organ_value
MAOB,esophagus,-0.1489233731359976,ESCA,1,background_organ_value
MAOB,lung,-0.09407811840582296,LUAD,1,background_organ_value
MAOB,stomach,-0.19728982652121713,STAD,1,background_organ_value
MAOB,breast,0.24473122900685965,BRCA,1,background_organ_value
MAOB,kidney,-0.25926730739806086,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.12132268531582266,LIHC,1,background_organ_value
MAOB,lung,-0.1306551027672442,LUSC,1,background_organ_value
MAOB,prostate,0.18956444268737127,PRAD,1,background_organ_value
MAOB,kidney,-0.3333581199002414,KIRP,1,background_organ_value
MAOB,liver,-1.5399167858438625,LIHC,1,background_organ_value
MAOB,lung,-0.3028443175919604,LUAD;LUSC,2,background_organ_value
MAOB,stomach,-0.8648710854303093,STAD,1,background_organ_value
MAOB,thyroid,0.23656700514387924,THCA,1,background_organ_value
MAOB,prostate,-1.04881724337105,PRAD,1,background_organ_value
MAOB,stomach,-0.41456758301705304,STAD,1,background_organ_value
MAOB,kidney,-0.3938738673028382,KIRC;KIRP,2,background_organ_value
MAOB,liver,-0.3027585988146357,LIHC,1,background_organ_value
MAOB,colon,0.4819508795009781,COAD,1,background_organ_value
MAOB,liver,0.3371391141232068,LIHC,1,background_organ_value
MAOB,stomach,1.5473890601704683,STAD,1,background_organ_value
MAOB,colon,0.5415212319760315,COAD,1,background_organ_value
MAOB,breast,0.12847833774492698,BRCA,1,background_organ_value
MAOB,esophagus,0.8021210812036282,ESCA,1,background_organ_value
MAOB,prostate,-0.2926352112510109,PRAD,1,background_organ_value
MAOB,stomach,0.03904997928965736,STAD,1,background_organ_value
MAOB,esophagus,0.7618595818261885,ESCA,1,background_organ_value
MAOB,kidney,0.24590076928709112,KICH;KIRC,2,background_organ_value
MAOB,liver,-0.42141995492987266,LIHC,1,background_organ_value
MAOB,prostate,0.01689776452935667,PRAD,1,background_organ_value
MAOB,breast,-0.5719770967164244,BRCA,1,background_organ_value
MAOB,esophagus,-0.7262965539630797,ESCA,1,background_organ_value
MAOB,kidney,-0.04394024605539486,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.7635987826735119,LUSC,1,background_organ_value
MAOB,prostate,-0.1367016424935601,PRAD,1,background_organ_value
MAOB,stomach,-0.5583310414759547,STAD,1,background_organ_value
MAOB,breast,0.6431444042961943,BRCA,1,background_organ_value
MAOB,kidney,0.5625237434642687,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.5072562011002467,LIHC,1,background_organ_value
MAOB,prostate,0.02074182345290363,PRAD,1,background_organ_value
MAOB,colon,0.6677131485162189,COAD,1,background_organ_value
MAOB,colon,0.4209500364052096,COAD,1,background_organ_value
MAOB,lung,0.838385628352289,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.35771893106864683,PRAD,1,background_organ_value
MAOB,stomach,-0.09405427623244177,STAD,1,background_organ_value
MAOB,thyroid,0.8955470806686887,THCA,1,background_organ_value
MAOB,colon,-0.3001135604016989,COAD,1,background_organ_value
MAOB,kidney,0.1281721791805469,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.6012667969056013,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.08780124277909289,PRAD,1,background_organ_value
MAOB,stomach,-0.13109919461516945,STAD,1,background_organ_value
MAOB,breast,-0.28472515751244537,BRCA,1,background_organ_value
MAOB,colon,0.1377168918816409,COAD,1,background_organ_value
MAOB,kidney,-0.4752368885048982,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-1.0870337163081898,LIHC,1,background_organ_value
MAOB,prostate,0.21314820708865925,PRAD,1,background_organ_value
MAOB,breast,0.2429024953408992,BRCA,1,background_organ_value
MAOB,esophagus,0.38135130874402745,ESCA,1,background_organ_value
MAOB,breast,-0.5013963751082244,BRCA,1,background_organ_value
MAOB,kidney,-0.6356278927906567,KIRC;KIRP,2,background_organ_value
MAOB,prostate,-0.9157337865519066,PRAD,1,background_organ_value
MAOB,esophagus,0.1010253989419522,ESCA,1,background_organ_value
MAOB,lung,0.6531937397407146,LUAD,1,background_organ_value
MAOB,esophagus,-0.2029323253370301,ESCA,1,background_organ_value
MAOB,kidney,-0.07560028227864166,KICH;KIRC;KIRP,3,background_organ_value
MAOB,colon,0.5462434510899182,COAD,1,background_organ_value
MAOB,lung,1.1168418850045465,LUAD;LUSC,2,background_organ_value
MAOB,breast,-0.06638237551329887,BRCA,1,background_organ_value
MAOB,esophagus,0.35931088855634663,ESCA,1,background_organ_value
MAOB,lung,0.6217616296158779,LUAD;LUSC,2,background_organ_value
MAOB,stomach,0.4278798196072843,STAD,1,background_organ_value
MAOB,breast,0.6904869531902776,BRCA,1,background_organ_value
MAOB,kidney,0.27990423371044654,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.5058505921899525,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.1987486241723021,PRAD,1,background_organ_value
MAOB,kidney,0.01587710645222218,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.782496112705775,LIHC,1,background_organ_value
MAOB,lung,-0.4068498398177323,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.03735971308842301,PRAD,1,background_organ_value
MAOB,breast,0.9236450047624956,BRCA,1,background_organ_value
MAOB,prostate,-1.395739897576898,PRAD,1,background_organ_value
MAOB,breast,0.8455069862688214,BRCA,1,background_organ_value
MAOB,colon,0.398554544398772,COAD,1,background_organ_value
MAOB,kidney,0.49458952117519495,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.03702872041429263,LIHC,1,background_organ_value
MAOB,lung,0.5714800236014079,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.3398007594634174,PRAD,1,background_organ_value
MAOB,colon,0.795191524484419,COAD,1,background_organ_value
MAOB,lung,0.6304136822023152,LUAD;LUSC,2,background_organ_value
MAOB,breast,0.8191304263061072,BRCA,1,background_organ_value
MAOB,liver,0.3749181893208442,LIHC,1,background_organ_value
MAOB,colon,0.22409636810151393,COAD,1,background_organ_value
MAOB,esophagus,-0.5489768862487704,ESCA,1,background_organ_value
MAOB,kidney,-0.6365968003786668,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.06014141085477001,LUAD;LUSC,2,background_organ_value
MAOB,breast,0.36290499226190126,BRCA,1,background_organ_value
MAOB,breast,-0.2993961935508219,BRCA,1,background_organ_value
MAOB,esophagus,-0.4580981767349088,ESCA,1,background_organ_value
MAOB,kidney,0.25139297502296726,KICH;KIRC;KIRP,3,background_organ_value
MAOB,prostate,-0.26243794943944326,PRAD,1,background_organ_value
MAOB,stomach,-0.26039101818725535,STAD,1,background_organ_value
MAOB,colon,-0.26529830502537827,COAD,1,background_organ_value
MAOB,lung,0.21210765958396569,LUAD,1,background_organ_value
MAOB,stomach,0.12862135351976076,STAD,1,background_organ_value
MAOB,esophagus,-1.652106307677485,ESCA,1,background_organ_value
MAOB,stomach,-1.3259067804255456,STAD,1,background_organ_value
MAOB,breast,0.56123278791073,BRCA,1,background_organ_value
MAOB,kidney,0.1200235172911842,KIRP,1,background_organ_value
MAOB,prostate,0.26830161802917246,PRAD,1,background_organ_value
MAOB,stomach,0.496893515875543,STAD,1,background_organ_value
MAOB,breast,-0.7629578140171324,BRCA,1,background_organ_value
MAOB,liver,-0.2630028954960486,LIHC,1,background_organ_value
MAOB,lung,-0.20864046672601017,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.09390538405024489,PRAD,1,background_organ_value
MAOB,esophagus,-1.6590074112409463,ESCA,1,background_organ_value
MAOB,thyroid,0.9493841888455048,THCA,1,background_organ_value
MAOB,colon,1.3654676350701735,COAD,1,background_organ_value
MAOB,breast,0.1867428583048491,BRCA,1,background_organ_value
MAOB,kidney,0.6338876538071756,KICH;KIRC;KIRP,3,background_organ_value
MAOB,prostate,0.24126861790785512,PRAD,1,background_organ_value
MAOB,colon,0.3308957800713489,COAD,1,background_organ_value
MAOB,prostate,-1.2570847093558846,PRAD,1,background_organ_value
MAOB,stomach,-0.41933200636963014,STAD,1,background_organ_value
MAOB,thyroid,0.13573662232728975,THCA,1,background_organ_value
MAOB,kidney,-0.18259507944053363,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.2694826565997738,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.2116373049544304,PRAD,1,background_organ_value
MAOB,stomach,0.1892639425506956,STAD,1,background_organ_value
MAOB,stomach,-0.12749373902778788,STAD,1,background_organ_value
MAOB,liver,-0.657970095123451,LIHC,1,background_organ_value
MAOB,esophagus,-0.38157550106461696,ESCA,1,background_organ_value
MAOB,kidney,-0.4503453411513985,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.8135540172679743,LIHC,1,background_organ_value
MAOB,prostate,-0.5848060581213252,PRAD,1,background_organ_value
MAOB,breast,-1.2381426222941794,BRCA,1,background_organ_value
MAOB,stomach,-0.24586529921413253,STAD,1,background_organ_value
MAOB,breast,-0.754799158931498,BRCA,1,background_organ_value
MAOB,breast,-0.2945317356489382,BRCA,1,background_organ_value
MAOB,prostate,0.03502432473990326,PRAD,1,background_organ_value
MAOB,stomach,0.14992737806965012,STAD,1,background_organ_value
MAOB,stomach,-0.04108974709155576,STAD,1,background_organ_value
