target_gene,minimum_coverage_fraction,n_target_contexts_total,common_denominator_n,common_contexts,n_complete_background_profiles,selection_rank,selected_common_set,n_sets_tied_for_maximum,adequate_background_n,selection_rule
MAOB,0.6,9,6,esophagus;kidney;liver;lung;prostate;thyroid,0,80,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.6,9,6,esophagus;kidney;liver;lung;stomach;thyroid,0,81,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.6,9,6,esophagus;kidney;liver;prostate;stomach;thyroid,0,82,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.6,9,6,esophagus;liver;lung;prostate;stomach;thyroid,0,83,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.6,9,6,kidney;liver;lung;prostate;stomach;thyroid,0,84,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;lung;prostate;stomach,45,1,TRUE,1,TRUE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;liver;lung;prostate,23,2,FALSE,1,TRUE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;kidney;liver;lung;prostate;stomach,12,3,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;liver;prostate;stomach,9,4,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;esophagus;kidney;liver;lung;prostate;stomach,9,5,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;liver;lung;prostate;stomach,8,6,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,colon;esophagus;kidney;liver;lung;prostate;stomach,8,7,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;liver;lung;stomach,6,8,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,colon;esophagus;kidney;lung;prostate;stomach;thyroid,2,9,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;lung;prostate;thyroid,1,10,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;lung;stomach;thyroid,1,11,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;prostate;stomach;thyroid,1,12,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;lung;prostate;stomach;thyroid,1,13,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;kidney;lung;prostate;stomach;thyroid,1,14,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;esophagus;kidney;lung;prostate;stomach;thyroid,1,15,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;liver;lung;thyroid,0,16,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;liver;prostate;thyroid,0,17,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;kidney;liver;stomach;thyroid,0,18,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;liver;lung;prostate;thyroid,0,19,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;liver;lung;stomach;thyroid,0,20,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;esophagus;liver;prostate;stomach;thyroid,0,21,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;kidney;liver;lung;prostate;thyroid,0,22,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;kidney;liver;lung;stomach;thyroid,0,23,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;kidney;liver;prostate;stomach;thyroid,0,24,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;colon;liver;lung;prostate;stomach;thyroid,0,25,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;esophagus;kidney;liver;lung;prostate;thyroid,0,26,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;esophagus;kidney;liver;lung;stomach;thyroid,0,27,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;esophagus;kidney;liver;prostate;stomach;thyroid,0,28,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;esophagus;liver;lung;prostate;stomach;thyroid,0,29,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,breast;kidney;liver;lung;prostate;stomach;thyroid,0,30,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,colon;esophagus;kidney;liver;lung;prostate;thyroid,0,31,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,colon;esophagus;kidney;liver;lung;stomach;thyroid,0,32,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,colon;esophagus;kidney;liver;prostate;stomach;thyroid,0,33,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,colon;esophagus;liver;lung;prostate;stomach;thyroid,0,34,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,colon;kidney;liver;lung;prostate;stomach;thyroid,0,35,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.7,9,7,esophagus;kidney;liver;lung;prostate;stomach;thyroid,0,36,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;colon;esophagus;kidney;liver;lung;prostate;stomach,6,1,TRUE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;colon;esophagus;kidney;lung;prostate;stomach;thyroid,1,2,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;colon;esophagus;kidney;liver;lung;prostate;thyroid,0,3,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;colon;esophagus;kidney;liver;lung;stomach;thyroid,0,4,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;colon;esophagus;kidney;liver;prostate;stomach;thyroid,0,5,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;colon;esophagus;liver;lung;prostate;stomach;thyroid,0,6,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;colon;kidney;liver;lung;prostate;stomach;thyroid,0,7,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,breast;esophagus;kidney;liver;lung;prostate;stomach;thyroid,0,8,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.8,9,8,colon;esophagus;kidney;liver;lung;prostate;stomach;thyroid,0,9,FALSE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
MAOB,0.9,9,9,breast;colon;esophagus;kidney;liver;lung;prostate;stomach;thyroid,0,1,TRUE,1,FALSE,maximum complete profiles at fixed k; lexicographic tie-break; logFC not used
