background_gene_id,background_gene_symbol,n_coverage,covered_cancers,n_loss,loss_fraction,n_gain,gain_fraction,median_logFC,mean_logFC,mean_matching_distance,maximum_matching_distance,target_gene,n_target_cancers,coverage_fraction,eligible_primary_null
ENSG00000145293,ENOPH1,8,COAD;KICH;KIRC;KIRP;LUAD;LUSC;PRAD;STAD,0,0,5,0.625,0.604172426770923,0.5317938763057204,0.7745725665802253,1.0070620247559188,MAOB,12,0.6666666666666666,FALSE
ENSG00000197157,SND1,8,BRCA;KICH;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,0,0,5,0.625,0.6186335381157986,0.5787804297701318,0.737634755763307,1.2090467996686742,MAOB,12,0.6666666666666666,FALSE
ENSG00000150753,CCT5,8,BRCA;ESCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,0,0,4,0.5,0.6438668983048835,0.7272616612283376,0.539701835310375,1.0228576030956338,MAOB,12,0.6666666666666666,FALSE
ENSG00000168439,STIP1,8,BRCA;ESCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,0,0,5,0.625,0.6615345044797448,0.5713164953662259,0.7308009268422269,1.0917320435249676,MAOB,12,0.6666666666666666,FALSE
ENSG00000149428,HYOU1,8,BRCA;KICH;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,0,0,5,0.625,0.6667602120439471,0.5866034218701245,0.6653431232335503,1.0746069218547634,MAOB,12,0.6666666666666666,FALSE
ENSG00000185033,SEMA4B,8,BRCA;ESCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,0,0,5,0.625,0.7158761807197689,0.8250555434438945,0.6600830580273773,0.8508385196951238,MAOB,12,0.6666666666666666,FALSE
ENSG00000106105,GARS1,8,BRCA;COAD;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,0,0,6,0.75,0.9986591718505192,0.8612775150386042,0.7484759393259489,0.859090042898365,MAOB,12,0.6666666666666666,FALSE
ENSG00000182636,NDN,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,7,1,0,0,-1.1441226734599377,-1.221107372244645,0.6578696673361726,1.033076609483911,MAOB,12,0.5833333333333334,FALSE
ENSG00000165424,ZCCHC24,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,6,0.8571428571428571,0,0,-1.0808715767938597,-1.118534522371885,0.5051808881853173,0.8777350038529234,MAOB,12,0.5833333333333334,FALSE
ENSG00000185432,METTL7A,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,6,0.8571428571428571,0,0,-0.9766298960955009,-1.0991465408619931,0.5850657305341718,0.7690018192913921,MAOB,12,0.5833333333333334,FALSE
ENSG00000145675,PIK3R1,7,COAD;ESCA;LIHC;LUAD;LUSC;PRAD;STAD,6,0.8571428571428571,0,0,-0.7046039071984671,-0.7278808719932816,0.7747155340160788,1.3327932157209195,MAOB,12,0.5833333333333334,FALSE
ENSG00000111275,ALDH2,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,5,0.7142857142857143,0,0,-0.9767999867136206,-1.1939575924130543,0.6285634787495072,1.0944772122166082,MAOB,12,0.5833333333333334,FALSE
ENSG00000157557,ETS2,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,5,0.7142857142857143,0,0,-0.918930900097508,-0.748500149735128,0.5688554749854939,1.0613137916810162,MAOB,12,0.5833333333333334,FALSE
ENSG00000060971,ACAA1,7,BRCA;COAD;KIRP;LIHC;LUAD;LUSC;PRAD,4,0.5714285714285714,0,0,-0.8217359145743168,-0.7388869901268011,0.7095259095344862,1.018756292064638,MAOB,12,0.5833333333333334,FALSE
ENSG00000116285,ERRFI1,7,COAD;KICH;KIRC;KIRP;LIHC;LUSC;PRAD,4,0.5714285714285714,0,0,-0.8102442733881623,-0.9982121287469872,0.49019752453475984,0.788816719836021,MAOB,12,0.5833333333333334,FALSE
ENSG00000121064,SCPEP1,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;PRAD,4,0.5714285714285714,0,0,-0.7719174941446734,-0.7044331797333626,0.6724132235044571,0.8212159105867975,MAOB,12,0.5833333333333334,FALSE
ENSG00000116729,WLS,7,BRCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,4,0.5714285714285714,0,0,-0.7693840981362989,-0.8533682986751701,0.5919670399262634,0.8311818154032162,MAOB,12,0.5833333333333334,FALSE
ENSG00000105426,PTPRS,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,4,0.5714285714285714,1,0.14285714285714285,-0.7449427179972287,-0.6476016759755095,0.8435914737860226,1.0704989687810353,MAOB,12,0.5833333333333334,FALSE
ENSG00000174080,CTSF,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;LIHC,4,0.5714285714285714,0,0,-0.6268368883832881,-0.8634166503564076,0.9844031683936809,1.4710367363971324,MAOB,12,0.5833333333333334,FALSE
ENSG00000125827,TMX4,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,4,0.5714285714285714,0,0,-0.5970027393078874,-0.45859543126020186,0.7261779382420264,0.8486996922031542,MAOB,12,0.5833333333333334,FALSE
ENSG00000134352,IL6ST,7,COAD;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,4,0.5714285714285714,0,0,-0.5924200991809063,-0.6172516986773199,0.7401153388748879,1.008091372408538,MAOB,12,0.5833333333333334,FALSE
ENSG00000064666,CNN2,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;PRAD,4,0.5714285714285714,1,0.14285714285714285,-0.5921724513097524,-0.2537363059970788,0.6048693363630192,0.9814999637067088,MAOB,12,0.5833333333333334,FALSE
ENSG00000139318,DUSP6,7,COAD;ESCA;KICH;KIRC;KIRP;LIHC;STAD,3,0.42857142857142855,1,0.14285714285714285,-0.5728244439565878,-0.5006502391797518,0.8983948510690308,1.0358943451348368,MAOB,12,0.5833333333333334,FALSE
ENSG00000144655,CSRNP1,7,COAD;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,3,0.42857142857142855,0,0,-0.5417435035017201,-1.0423840910662696,0.6974042937661017,1.0659894654189361,MAOB,12,0.5833333333333334,FALSE
ENSG00000122378,PRXL2A,7,COAD;KICH;KIRC;KIRP;LIHC;PRAD;STAD,3,0.42857142857142855,0,0,-0.5363595589109752,-0.6138090212407955,0.698526347032634,1.2278082771671683,MAOB,12,0.5833333333333334,FALSE
ENSG00000146278,PNRC1,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,3,0.42857142857142855,1,0.14285714285714285,-0.513749341996982,-0.4172038476874683,0.9292936950245496,1.0934841541764353,MAOB,12,0.5833333333333334,FALSE
ENSG00000137710,RDX,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;STAD,3,0.42857142857142855,0,0,-0.4876383782940741,-0.420109699457021,0.8565648166313768,0.9111350953244628,MAOB,12,0.5833333333333334,FALSE
ENSG00000183722,LHFPL6,7,COAD;ESCA;KICH;KIRC;KIRP;PRAD;STAD,3,0.42857142857142855,0,0,-0.43579518912017523,-0.5112989246881967,0.7615214569744778,0.9943727297698561,MAOB,12,0.5833333333333334,FALSE
ENSG00000124006,OBSL1,7,BRCA;ESCA;KICH;KIRC;KIRP;LUAD;LUSC,3,0.42857142857142855,0,0,-0.4259171109877339,-0.5985187204881804,0.8763238526832612,1.0571095498610275,MAOB,12,0.5833333333333334,FALSE
ENSG00000126351,THRA,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,3,0.42857142857142855,0,0,-0.42233766386703425,-0.6149180412524926,0.7683731141119838,1.0333057136687556,MAOB,12,0.5833333333333334,FALSE
ENSG00000243927,MRPS6,7,COAD;KICH;KIRC;KIRP;LUAD;LUSC;STAD,3,0.42857142857142855,0,0,-0.4089065353030301,-0.6272568697207559,0.8814909216811326,1.0774997330580602,MAOB,12,0.5833333333333334,FALSE
ENSG00000143772,ITPKB,7,BRCA;ESCA;LUAD;LUSC;PRAD;STAD;THCA,3,0.42857142857142855,0,0,-0.38623174565669954,-0.4050424465361068,0.941118151111352,1.644950784595926,MAOB,12,0.5833333333333334,FALSE
ENSG00000102024,PLS3,7,COAD;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,3,0.42857142857142855,1,0.14285714285714285,-0.36230394927113707,-0.3145296843100838,0.8821843768760336,0.9938114310801687,MAOB,12,0.5833333333333334,FALSE
ENSG00000139433,GLTP,7,KICH;KIRC;KIRP;LUAD;LUSC;PRAD;STAD,3,0.42857142857142855,2,0.2857142857142857,-0.2763313342609356,-0.16013733349485548,0.8201509899397882,1.1043725439044216,MAOB,12,0.5833333333333334,FALSE
ENSG00000115738,ID2,7,ESCA;KICH;KIRC;KIRP;LIHC;PRAD;STAD,3,0.42857142857142855,1,0.14285714285714285,-0.2669744881479155,-0.5714805578425297,0.9608971247597339,1.0299270066606112,MAOB,12,0.5833333333333334,FALSE
ENSG00000165030,NFIL3,7,COAD;ESCA;KICH;KIRC;KIRP;LIHC;STAD,3,0.42857142857142855,0,0,-0.2558818222898671,-0.5505317518494826,0.8078386365015182,0.978754249424036,MAOB,12,0.5833333333333334,FALSE
ENSG00000129250,KIF1C,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,3,0.42857142857142855,0,0,-0.25108567964469225,-0.35177177087660644,0.702399874057616,1.3982625737667789,MAOB,12,0.5833333333333334,FALSE
ENSG00000117305,HMGCL,7,KICH;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,2,0.2857142857142857,0,0,-0.5121758286859037,-0.5126580618541423,0.8333813333867186,0.9189734760558864,MAOB,12,0.5833333333333334,FALSE
ENSG00000145730,PAM,7,BRCA;ESCA;KICH;KIRC;KIRP;PRAD;STAD,2,0.2857142857142857,0,0,-0.5036304065299739,-0.38294074887396856,0.8681646126796361,1.0091385066498446,MAOB,12,0.5833333333333334,FALSE
ENSG00000137075,RNF38,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,2,0.2857142857142857,0,0,-0.502991243512896,-0.4851187186753645,0.7774434244371652,0.8558406478834725,MAOB,12,0.5833333333333334,FALSE
ENSG00000088256,GNA11,7,BRCA;ESCA;KICH;KIRC;KIRP;LUAD;LUSC,2,0.2857142857142857,1,0.14285714285714285,-0.4533811753251339,-0.1051154423905848,0.8867329434272285,1.0154440186828217,MAOB,12,0.5833333333333334,FALSE
ENSG00000155313,USP25,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,2,0.2857142857142857,0,0,-0.44862469197598354,-0.5118629138902013,0.8752866949434577,1.0347715406020286,MAOB,12,0.5833333333333334,FALSE
ENSG00000100242,SUN2,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,2,0.2857142857142857,0,0,-0.4304073463177123,-0.26317072743751985,0.707370379453101,1.0616540906133698,MAOB,12,0.5833333333333334,FALSE
ENSG00000137193,PIM1,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;LIHC,2,0.2857142857142857,2,0.2857142857142857,-0.36420910293682635,-0.07088265309445435,0.9247194790182409,1.62222303378499,MAOB,12,0.5833333333333334,FALSE
ENSG00000137693,YAP1,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;PRAD,2,0.2857142857142857,0,0,-0.36200042874943483,-0.2965849370299277,0.6021467953770047,0.8242194293116474,MAOB,12,0.5833333333333334,FALSE
ENSG00000138801,PAPSS1,7,BRCA;COAD;KICH;KIRC;LUAD;LUSC;PRAD,2,0.2857142857142857,1,0.14285714285714285,-0.34490432301713747,-0.18616522537988472,0.7315166303998416,0.9658746934593635,MAOB,12,0.5833333333333334,FALSE
ENSG00000116604,MEF2D,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,2,0.2857142857142857,0,0,-0.32291015440487103,-0.3329647798076972,0.6691223188214864,0.9082823776810065,MAOB,12,0.5833333333333334,FALSE
ENSG00000163812,ZDHHC3,7,BRCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,2,0.2857142857142857,1,0.14285714285714285,-0.28539578652715286,-0.3249589053598302,0.8029836793109058,0.9039623719303939,MAOB,12,0.5833333333333334,FALSE
ENSG00000034152,MAP2K3,7,BRCA;COAD;KICH;KIRC;KIRP;LIHC;PRAD,2,0.2857142857142857,0,0,-0.28472515751244537,-0.40954571225926995,0.7729478161933889,1.106701597700057,MAOB,12,0.5833333333333334,FALSE
ENSG00000224051,CPTP,7,COAD;KICH;KIRC;KIRP;LIHC;LUAD;LUSC,2,0.2857142857142857,1,0.14285714285714285,-0.28251846785022094,-0.058113138597972396,0.8801395340211586,1.1613818164305403,MAOB,12,0.5833333333333334,FALSE
ENSG00000066583,ISOC1,7,COAD;ESCA;KICH;KIRC;LIHC;LUAD;STAD,2,0.2857142857142857,0,0,-0.2796498463835827,-0.3738318914017126,0.9259925373935336,1.1144393796213126,MAOB,12,0.5833333333333334,FALSE
ENSG00000159461,AMFR,7,BRCA;KIRC;KIRP;LIHC;LUSC;PRAD;STAD,2,0.2857142857142857,0,0,-0.2584956041306284,-0.4106490231749152,0.913665837427413,1.2253271768640477,MAOB,12,0.5833333333333334,FALSE
ENSG00000123505,AMD1,7,BRCA;COAD;KICH;KIRC;KIRP;LUAD;LUSC,2,0.2857142857142857,0,0,-0.15459937499972665,-0.30265956235341723,0.5541966235298867,0.8561221088634159,MAOB,12,0.5833333333333334,FALSE
ENSG00000135108,FBXO21,7,KICH;KIRC;KIRP;LUAD;LUSC;PRAD;STAD,2,0.2857142857142857,0,0,-0.11762930132810763,-0.3060412171626493,0.8122787352069972,1.0171198619188184,MAOB,12,0.5833333333333334,FALSE
ENSG00000166033,HTRA1,7,BRCA;COAD;KICH;KIRC;KIRP;LIHC;STAD,2,0.2857142857142857,1,0.14285714285714285,-0.10971880218125737,-0.14447121436702282,0.9117582102998751,1.1583721057389913,MAOB,12,0.5833333333333334,FALSE
ENSG00000073169,SELENOO,7,COAD;ESCA;KICH;KIRP;LIHC;LUAD;LUSC,2,0.2857142857142857,0,0,-0.10722992718947671,-0.006926216169596481,0.8813590585785498,1.1538813277239717,MAOB,12,0.5833333333333334,FALSE
ENSG00000047249,ATP6V1H,7,COAD;ESCA;KICH;KIRC;KIRP;LUAD;LUSC,2,0.2857142857142857,1,0.14285714285714285,-0.08915322962555963,-0.17962219099308496,0.8633606021915586,1.0277402745719364,MAOB,12,0.5833333333333334,FALSE
ENSG00000145916,RMND5B,7,COAD;ESCA;KICH;LUAD;LUSC;PRAD;STAD,2,0.2857142857142857,1,0.14285714285714285,-0.0649389394632675,-0.13987622015007922,0.8130026333271223,1.075855570835501,MAOB,12,0.5833333333333334,FALSE
ENSG00000165507,DEPP1,7,COAD;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,2,0.2857142857142857,1,0.14285714285714285,-0.06445296623806882,0.17383705980163666,0.8142413412090477,1.100966195792618,MAOB,12,0.5833333333333334,FALSE
ENSG00000196411,EPHB4,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;LIHC,2,0.2857142857142857,2,0.2857142857142857,0.02948121849314444,0.027660848769037388,0.8308897919605363,1.5768465710096022,MAOB,12,0.5833333333333334,FALSE
ENSG00000107819,SFXN3,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,2,0.2857142857142857,1,0.14285714285714285,0.11774472670097377,0.004919196155592378,0.7565949357228154,0.901958575169336,MAOB,12,0.5833333333333334,FALSE
ENSG00000184232,OAF,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;STAD,2,0.2857142857142857,2,0.2857142857142857,0.2829177279133141,0.11222706491183905,0.8444555463792174,1.101505265852963,MAOB,12,0.5833333333333334,FALSE
ENSG00000160932,LY6E,7,BRCA;KICH;KIRC;KIRP;LIHC;PRAD;STAD,2,0.2857142857142857,2,0.2857142857142857,0.3236707299022287,-0.39374066352459214,0.6927865202173223,0.843479019149093,MAOB,12,0.5833333333333334,FALSE
ENSG00000117143,UAP1,7,BRCA;ESCA;KICH;LIHC;LUAD;LUSC;PRAD,2,0.2857142857142857,3,0.42857142857142855,0.5531076005202309,0.29087289895799223,0.6888198459190743,1.01451288232027,MAOB,12,0.5833333333333334,FALSE
ENSG00000115963,RND3,7,COAD;ESCA;LIHC;LUAD;LUSC;STAD;THCA,1,0.14285714285714285,1,0.14285714285714285,-0.40224406882121555,-0.46077662914307654,0.9004872236271255,1.5411725194628387,MAOB,12,0.5833333333333334,FALSE
ENSG00000162512,SDC3,7,BRCA;ESCA;LUAD;LUSC;PRAD;STAD;THCA,1,0.14285714285714285,1,0.14285714285714285,-0.3896276040460879,-0.10779251249475269,0.8522135767510219,1.9320743188814204,MAOB,12,0.5833333333333334,FALSE
ENSG00000113369,ARRDC3,7,COAD;KICH;KIRC;KIRP;LIHC;PRAD;STAD,1,0.14285714285714285,0,0,-0.3873697229174174,-0.41670924102097345,0.7087376715794297,1.4498794454197796,MAOB,12,0.5833333333333334,FALSE
ENSG00000107758,PPP3CB,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,1,0.14285714285714285,0,0,-0.3740312335044075,-0.3901325745088,0.660692771364656,0.801586654798262,MAOB,12,0.5833333333333334,FALSE
ENSG00000118518,RNF146,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,1,0.14285714285714285,0,0,-0.35668730075415134,-0.4287087639043017,0.6920569026451159,0.9142298549486063,MAOB,12,0.5833333333333334,FALSE
ENSG00000125124,BBS2,7,BRCA;COAD;KICH;KIRC;KIRP;PRAD;STAD,1,0.14285714285714285,0,0,-0.3178190724807674,-0.30712962875576594,0.7754655998598731,1.0162919566789181,MAOB,12,0.5833333333333334,FALSE
ENSG00000185222,TCEAL9,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;PRAD,1,0.14285714285714285,0,0,-0.304014276269069,-0.4040368971924661,0.8371588206482797,1.0137389785522979,MAOB,12,0.5833333333333334,FALSE
ENSG00000157216,SSBP3,7,BRCA;ESCA;KICH;KIRC;LUAD;LUSC;PRAD,1,0.14285714285714285,0,0,-0.28798381289508,-0.250120780616753,0.8659260921311261,1.0196581380849836,MAOB,12,0.5833333333333334,FALSE
ENSG00000102226,USP11,7,KICH;KIRC;KIRP;LUAD;LUSC;PRAD;STAD,1,0.14285714285714285,0,0,-0.24626536541692318,-0.26781119862670677,0.8758722093755791,0.9386502414654408,MAOB,12,0.5833333333333334,FALSE
ENSG00000110841,PPFIBP1,7,BRCA;COAD;KICH;KIRC;KIRP;PRAD;STAD,1,0.14285714285714285,1,0.14285714285714285,-0.24323448671378237,-0.09342256181178864,0.9032417321278696,0.9459679171978207,MAOB,12,0.5833333333333334,FALSE
ENSG00000126524,SBDS,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,1,0.14285714285714285,0,0,-0.2163315059063139,-0.23724078220418782,0.9108191635241458,1.486527005645055,MAOB,12,0.5833333333333334,FALSE
ENSG00000079459,FDFT1,7,BRCA;KICH;KIRC;KIRP;LIHC;LUSC;PRAD,1,0.14285714285714285,0,0,-0.1953801433475566,-0.22225267925151188,0.7685405161914657,1.5832329145339095,MAOB,12,0.5833333333333334,FALSE
ENSG00000178252,WDR6,7,BRCA;ESCA;KICH;KIRC;KIRP;LUAD;LUSC,1,0.14285714285714285,0,0,-0.13066702599378965,-0.21646223003919493,0.6724971745768247,0.796099229876762,MAOB,12,0.5833333333333334,FALSE
ENSG00000172831,CES2,7,KICH;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,1,0.14285714285714285,1,0.14285714285714285,-0.11423641576457345,-0.06840297494508298,0.7980017430752038,0.8751204126507715,MAOB,12,0.5833333333333334,FALSE
ENSG00000131174,COX7B,7,ESCA;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,1,0.14285714285714285,0,0,-0.10892242205416265,-0.12563364480605949,0.9237263795246324,1.3644401515047302,MAOB,12,0.5833333333333334,FALSE
ENSG00000100439,ABHD4,7,COAD;ESCA;KICH;KIRC;KIRP;LUAD;LUSC,1,0.14285714285714285,0,0,-0.08561491463281137,-0.08408635690188376,0.8803009278541191,0.9523151214512906,MAOB,12,0.5833333333333334,FALSE
ENSG00000042445,RETSAT,7,KICH;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,1,0.14285714285714285,0,0,-0.07684991903480962,-0.18369068503334307,0.5217649327939411,0.6793512783873832,MAOB,12,0.5833333333333334,FALSE
ENSG00000117408,IPO13,7,COAD;ESCA;KICH;KIRC;KIRP;PRAD;STAD,1,0.14285714285714285,0,0,-0.0754997712795898,-0.22740774802689412,0.8225139519767095,1.1497191438694676,MAOB,12,0.5833333333333334,FALSE
ENSG00000178467,P4HTM,7,COAD;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,1,0.14285714285714285,1,0.14285714285714285,-0.07503518559546064,0.01398040621314746,0.8263204879466362,0.9841890715489257,MAOB,12,0.5833333333333334,FALSE
ENSG00000128159,TUBGCP6,7,BRCA;COAD;KICH;KIRC;KIRP;LUAD;LUSC,1,0.14285714285714285,2,0.2857142857142857,-0.03582565784527546,0.06700029201967103,0.7557645129200072,1.0072434190574466,MAOB,12,0.5833333333333334,FALSE
ENSG00000106049,HIBADH,7,BRCA;COAD;ESCA;LIHC;LUAD;LUSC;PRAD,1,0.14285714285714285,0,0,0.07694769384129373,-0.0493148612432386,0.7526605590309141,0.9139789859189131,MAOB,12,0.5833333333333334,FALSE
ENSG00000132589,FLOT2,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;STAD,1,0.14285714285714285,1,0.14285714285714285,0.07787270451056938,0.06463786940535259,0.7208507107292934,0.97662636981723006,MAOB,12,0.5833333333333334,FALSE
ENSG00000082781,ITGB5,7,ESCA;KICH;KIRC;KIRP;LIHC;PRAD;STAD,1,0.14285714285714285,0,0,0.07840276745786863,-0.11246621720473848,0.9034431341757023,1.4684341245923025,MAOB,12,0.5833333333333334,FALSE
ENSG00000115758,ODC1,7,ESCA;KICH;KIRC;KIRP;LIHC;LUAD;LUSC,1,0.14285714285714285,1,0.14285714285714285,0.09808470497320587,-0.0714445727432328,0.79073460887961,1.479002946469651,MAOB,12,0.5833333333333334,FALSE
ENSG00000143106,PSMA5,7,KICH;KIRC;KIRP;LIHC;LUAD;LUSC;STAD,1,0.14285714285714285,1,0.14285714285714285,0.10132043638344976,0.1399872565649986,1.0160428601730915,1.5538660360258463,MAOB,12,0.5833333333333334,FALSE
ENSG00000119333,DYNC2I2,7,COAD;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,1,0.14285714285714285,1,0.14285714285714285,0.12600873133332088,0.13076632037333516,0.6902620262447632,0.9036992946997068,MAOB,12,0.5833333333333334,FALSE
ENSG00000171105,INSR,7,BRCA;KICH;KIRC;KIRP;LIHC;PRAD;STAD,1,0.14285714285714285,2,0.2857142857142857,0.16536307184249033,0.365495617552096,0.8457469582982147,1.2169786704812902,MAOB,12,0.5833333333333334,FALSE
ENSG00000198833,UBE2J1,7,BRCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,1,0.14285714285714285,0,0,0.17093262833818945,0.03679622634702122,0.7566464716959825,0.9756745431041215,MAOB,12,0.5833333333333334,FALSE
ENSG00000100299,ARSA,7,BRCA;COAD;KICH;KIRP;LUAD;LUSC;PRAD,1,0.14285714285714285,1,0.14285714285714285,0.17296113403967944,0.06693909454693767,0.8523930179840435,0.9920314104753476,MAOB,12,0.5833333333333334,FALSE
ENSG00000087074,PPP1R15A,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;PRAD,1,0.14285714285714285,1,0.14285714285714285,0.20032763331587983,-0.011804464279495037,0.7606839726739645,1.070529598360457,MAOB,12,0.5833333333333334,FALSE
ENSG00000149269,PAK1,7,ESCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,1,0.14285714285714285,3,0.42857142857142855,0.22331110744467225,0.4770098139844623,0.8563017438015185,1.06759360703456,MAOB,12,0.5833333333333334,FALSE
ENSG00000166228,PCBD1,7,BRCA;COAD;ESCA;LIHC;LUAD;LUSC;PRAD,1,0.14285714285714285,1,0.14285714285714285,0.2320907426322839,0.05682317215194994,0.7670585731428274,1.0076424081597224,MAOB,12,0.5833333333333334,FALSE
ENSG00000139182,CLSTN3,7,KICH;KIRC;KIRP;LIHC;LUAD;LUSC;STAD,1,0.14285714285714285,3,0.42857142857142855,0.25591697361237353,0.19018399703115688,0.9492666169669846,1.5899517316599339,MAOB,12,0.5833333333333334,FALSE
ENSG00000120694,HSPH1,7,KICH;KIRC;KIRP;LUAD;LUSC;PRAD;STAD,1,0.14285714285714285,3,0.42857142857142855,0.2585075482686309,0.23196034199901486,0.8197046871352662,1.0047225328849578,MAOB,12,0.5833333333333334,FALSE
ENSG00000120992,LYPLA1,7,KICH;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,1,0.14285714285714285,3,0.42857142857142855,0.3276448195791581,0.30738216675357755,0.8921787440844576,1.4877715196514072,MAOB,12,0.5833333333333334,FALSE
ENSG00000129925,PGAP6,7,KICH;KIRC;KIRP;LIHC;LUAD;LUSC;PRAD,1,0.14285714285714285,2,0.2857142857142857,0.3715879155646095,0.3502167456199943,0.8924657504979695,1.439134474489037,MAOB,12,0.5833333333333334,FALSE
ENSG00000100342,APOL1,7,BRCA;COAD;ESCA;KICH;KIRC;KIRP;LIHC,1,0.14285714285714285,3,0.42857142857142855,0.416971787936136,0.4470992187624404,0.7068935064499203,0.8690485822116399,MAOB,12,0.5833333333333334,FALSE
ENSG00000004478,FKBP4,7,BRCA;KICH;KIRC;KIRP;LUAD;LUSC;PRAD,1,0.14285714285714285,3,0.42857142857142855,0.4344115090789173,0.540715352189061,0.7692157595223501,0.9015735556646806,MAOB,12,0.5833333333333334,FALSE
ENSG00000101160,CTSZ,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,1,0.14285714285714285,4,0.5714285714285714,0.7036662548549641,0.4535013028344391,0.8701941270253256,0.955215580817461,MAOB,12,0.5833333333333334,FALSE
ENSG00000104067,TJP1,7,BRCA;COAD;KICH;KIRC;KIRP;PRAD;STAD,0,0,0,0,-0.29418640542231417,-0.1740739296962379,0.7745246483834155,0.9279893908513628,MAOB,12,0.5833333333333334,FALSE
ENSG00000110047,EHD1,7,COAD;ESCA;KICH;KIRC;KIRP;PRAD;STAD,0,0,0,0,-0.2860192597419514,-0.1383004293214969,0.7238512855101092,1.0721960272888997,MAOB,12,0.5833333333333334,FALSE
ENSG00000047849,MAP4,7,BRCA;ESCA;KICH;KIRC;KIRP;PRAD;STAD,0,0,0,0,-0.26150194081523176,-0.14159623936886237,0.8828428189829955,1.1362527237973379,MAOB,12,0.5833333333333334,FALSE
ENSG00000078674,PCM1,7,BRCA;COAD;ESCA;LUAD;LUSC;PRAD;STAD,0,0,0,0,-0.22524918419182322,-0.23984540943516777,0.7584995306680337,1.104707936171374,MAOB,12,0.5833333333333334,FALSE
ENSG00000110906,KCTD10,7,BRCA;ESCA;KICH;KIRC;KIRP;PRAD;STAD,0,0,0,0,-0.21016213387558538,-0.1698902206827347,0.7607658965305234,0.8157474779212569,MAOB,12,0.5833333333333334,FALSE
ENSG00000132002,DNAJB1,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,0,0,1,0.14285714285714285,-0.17474294043080568,-0.04830465167283493,0.7126897893762811,1.116364634275864,MAOB,12,0.5833333333333334,FALSE
ENSG00000124762,CDKN1A,7,BRCA;ESCA;KICH;KIRC;KIRP;LIHC;PRAD,0,0,2,0.2857142857142857,-0.17138003844884697,0.12937870887464237,0.6721178731697934,1.0777532274626842,MAOB,12,0.5833333333333334,FALSE
