input,path,rows,columns,md5
coexpression_cells,/Users/yuki/Documents/MAOB_CYP3A_tissue_disruption:/results/round3A/tables/180_round3A_nonLIHC_coexpression_permutation_comparison.csv,52,39,fa7ae0ee211bf71b4f1696cd2d59f38f
